1,978,3,14,coaching,1990-3-23,174254094,994402775,249
2,142,7,342,falls,2003-3-12,245571927,104785756,379
3,190,5,992,frequently,1991-11-13,238294744,301304222,314
4,529,5,888,caused,2012-4-17,157166341,333329039,240
5,74,3,530,lab,2019-4-26,73779552,931751988,462
6,610,7,964,static,1994-6-9,149921155,620810209,433
7,920,9,836,opportunity,1999-6-1,175298425,225003919,414
8,95,8,116,just,1996-12-23,33861129,954630091,442
9,53,9,692,parks,1991-2-23,41594570,801239185,335
10,281,5,917,stable,2004-6-3,8675086,717745362,251
11,537,5,252,img,2006-9-28,119216075,777765668,378
12,483,5,211,ownership,2005-8-11,11311524,612777883,285
13,570,6,72,lecture,2015-1-5,45366794,61627917,306
14,779,6,3,gender,1999-4-11,73014959,629054603,358
15,459,5,465,gas,2005-3-2,152712901,690065188,368
16,773,6,808,password,1997-7-15,82357844,846851497,284
17,988,9,656,characters,1997-2-28,249075957,185729577,178
18,106,8,873,citizen,2013-7-3,181444701,142593571,387
19,838,7,874,holds,2004-7-18,203952056,601427898,253
20,52,2,223,yours,1996-2-27,21599791,632775036,319
21,674,9,415,acute,2016-4-23,31897147,135388649,244
22,682,5,120,philips,2016-11-4,149779335,267029995,320
23,341,1,395,comprehensive,2009-9-12,159707222,501145048,196
24,167,2,654,diversity,2016-6-23,51934684,150589414,163
25,554,7,369,outsourcing,1991-12-22,113733489,795503487,400
26,697,6,93,whole,2001-7-4,192794543,184099267,240
27,192,5,586,par,2011-5-13,180916416,574415064,411
28,522,9,362,jury,1997-10-22,114904258,336187872,382
29,438,8,97,specialists,2014-8-13,68914928,887181364,154
30,457,4,297,campus,1998-4-21,153758547,978208465,384
31,982,4,360,input,2018-12-26,113861684,237829502,386
32,810,5,519,recognized,2002-8-7,197840522,781915159,162
33,605,2,934,paragraph,2017-2-11,96651244,603570145,455
34,713,7,337,happens,2002-8-10,207593512,395499690,327
35,579,5,338,white,2006-8-8,18366553,332118500,224
36,359,9,156,drink,2003-4-3,55525573,753009357,159
37,243,3,238,then,2013-5-23,38281956,682033158,405
38,517,4,31,bb,2012-10-11,212509890,83294535,225
39,145,2,597,glance,2012-1-6,210173925,454494983,299
40,801,8,967,licensing,2000-6-3,64169421,682336407,179
41,131,9,746,vehicle,2015-12-28,162481687,600306943,208
42,414,8,347,immediately,1995-12-27,152931737,144047662,493
43,845,2,756,charter,2000-1-18,223486500,296704008,273
44,193,2,30,grants,1995-9-23,86710358,55341034,184
45,666,3,866,yield,2017-10-12,206346013,38081839,395
46,360,5,833,is,2017-12-21,234236555,269695149,471
47,870,4,81,jason,1995-4-4,3345563,269788217,356
48,322,3,472,empty,1996-11-2,114052515,873430411,406
49,250,6,635,anyone,2020-12-22,116123789,731351013,164
50,840,2,981,disabilities,2001-2-26,134027901,104944278,305
51,490,7,404,ak,2009-11-2,181805710,39961606,294
52,477,6,206,transfers,2008-9-5,141077222,193481494,360
53,327,2,836,disaster,2003-8-13,137769198,116994839,223
54,423,4,841,hiking,2001-1-14,54614303,194704745,227
55,208,8,407,india,2007-2-14,213736259,330418749,342
56,702,1,828,va,1996-4-28,183652577,446126489,268
57,122,6,771,compact,2006-4-3,210696919,871315765,413
58,949,8,279,vinyl,2007-11-11,226421311,797117190,289
59,862,7,751,lake,2011-12-14,195455550,440836996,285
60,720,5,878,products,2020-1-26,139734975,89935842,291
61,133,8,550,radar,2020-1-27,138937784,987639746,285
62,128,4,109,trace,2020-3-22,37147615,481648072,254
63,66,7,68,accident,1998-9-2,206700264,598228500,407
64,294,9,105,moderate,2010-4-1,191949895,265228299,377
65,272,4,175,excellence,2002-5-1,17426171,698370635,151
66,558,7,580,gary,2012-4-3,95591542,72360709,400
67,770,9,290,four,1994-2-17,131445177,675629740,485
68,320,7,356,las,1992-4-18,164529045,437644336,238
69,476,3,972,logical,1997-8-9,45403139,412482960,421
70,440,8,284,medication,2018-9-15,204686354,956985902,295
71,24,7,429,idaho,1993-11-19,183521895,720600547,263
72,922,6,602,fear,1999-10-12,55318263,802385455,310
73,706,6,984,dispatched,1999-9-7,139480557,635141245,218
74,914,7,55,holdem,2003-2-14,71445643,570047230,399
75,976,7,60,studios,2009-10-13,158671800,310574598,491
76,163,9,736,pt,1996-2-25,118819542,196712341,216
77,479,5,559,meter,2015-4-28,43286589,490187089,258
78,974,6,611,mention,2016-11-28,107128491,145160491,455
79,484,7,613,statistics,2019-9-21,214996963,805010665,242
80,301,9,877,wednesday,2020-9-16,214309830,235535392,492
81,312,5,331,di,1997-12-6,30485003,213678122,397
82,25,3,731,occurs,2009-9-6,140400406,10288525,392
83,746,2,40,bond,1992-4-6,201003148,323563232,205
84,318,3,43,jersey,2020-6-18,53050865,815568763,490
85,909,7,14,suite,2003-4-5,11398825,39523497,351
86,538,1,841,demands,2016-7-23,67617425,917320103,306
87,241,5,117,railway,2019-5-25,7163443,251037128,415
88,347,3,924,exists,2004-12-12,88871113,18347913,406
89,429,5,651,anne,2011-7-28,36664403,69843489,444
90,115,7,446,phentermine,2007-8-24,217739912,96935835,431
91,805,4,972,further,2000-10-7,15221556,206776709,171
92,760,8,246,equity,2009-3-19,72831294,260525445,434
93,892,5,934,password,2008-4-10,146319385,818564874,357
94,455,3,740,hop,2017-4-12,162507479,901454314,176
95,194,4,299,discussions,2012-4-5,222505196,738609978,376
96,782,6,268,strip,1990-11-4,182404834,842017399,320
97,935,5,364,australian,1998-6-5,74941475,160206603,223
98,10,7,698,duke,2014-8-21,33832582,17405691,484
99,540,9,395,billing,1993-6-25,146578544,84862967,246
100,871,2,668,button,1992-5-5,5343619,847984027,221
101,196,7,645,legislation,2020-4-1,6409309,770932889,153
102,818,9,600,poland,2011-11-21,229905202,46427658,225
103,417,8,55,dvd,2004-2-27,26705392,514720951,385
104,123,3,858,combo,2000-10-4,177656695,94343806,287
105,21,1,738,comments,2011-2-6,86660058,112557701,249
106,766,1,501,club,2000-2-2,226980732,756865240,409
107,475,6,377,ships,2019-10-14,156369602,59139017,345
108,323,8,628,responsibility,2006-1-22,231586157,982645760,362
109,556,3,925,pair,2009-10-11,207862447,914044731,249
110,926,2,1000,butt,2015-4-21,148639125,965596924,380
111,644,8,371,represents,2005-7-4,122527338,263396254,398
112,171,2,593,really,2006-10-11,158745073,448121553,354
113,1000,6,83,britney,2016-10-5,204482060,471670397,283
114,240,4,544,extreme,2017-1-3,64032987,244827758,357
115,20,2,297,catch,2002-8-18,147957345,21513131,480
116,267,7,744,sec,2001-7-7,140060012,429161509,171
117,889,8,582,alaska,2001-5-26,31111462,310161233,375
118,174,2,748,soccer,2018-11-1,149236739,700062794,276
119,761,5,807,it,2010-10-16,36052942,506715124,186
120,105,6,803,excerpt,2001-7-15,134423979,926205302,479
121,513,6,917,detailed,2007-12-22,40826554,114685761,256
122,2,2,38,life,2017-9-15,96298399,807354906,487
123,215,6,129,delivery,2018-8-4,131207701,646648522,155
124,130,9,45,essay,2020-10-5,66100625,973568729,342
125,638,5,384,builder,1999-11-19,235806506,901263455,206
126,424,1,489,plates,2007-6-10,181955575,966684685,186
127,849,1,431,residential,2010-11-1,190030425,362482174,490
128,345,7,224,aid,2009-6-12,142182891,956386519,200
129,574,6,317,zum,2011-2-27,216653800,305398811,181
130,148,4,997,champion,2014-2-12,3823241,192036994,309
131,940,4,510,died,1993-3-17,27175052,403318170,236
132,897,6,12,romania,2018-2-23,73807154,321891344,339
133,285,1,672,et,2011-10-10,110408354,357498867,355
134,934,3,448,res,2005-11-25,17533037,187556874,152
135,738,3,652,award,1997-9-10,186918640,243217765,289
136,87,9,268,capital,2004-8-3,190807010,155268831,157
137,487,1,506,hosted,2012-9-14,18409207,747280262,199
138,617,6,265,killing,2004-10-23,1409759,657688781,224
139,496,4,468,shared,1993-7-5,77824555,665311948,457
140,679,4,572,highlights,2016-7-15,741176,281648579,224
141,403,1,834,blow,1994-2-21,55892909,189956232,449
142,88,5,653,abc,1997-10-11,30859276,273143151,495
143,564,4,15,penis,1994-3-27,180938730,483473294,391
144,462,5,891,md,2006-9-20,59208912,756317869,268
145,82,4,351,gateway,1997-7-24,199877785,747010288,371
146,560,5,912,square,2019-10-19,24462254,543749341,172
147,29,6,726,filter,2008-5-9,189114392,699727369,325
148,437,7,759,conservation,2014-12-10,106770277,767343452,406
149,606,2,548,cock,2020-7-16,216775742,692595609,210
150,880,9,353,material,1997-2-9,222052430,577364692,304
151,421,1,419,things,2013-4-2,17613015,984830044,236
152,207,9,306,bike,1991-4-8,104240321,611939376,201
153,386,5,780,daily,2009-4-26,190148201,547019546,272
154,703,7,355,essays,2020-10-17,195377828,947081153,489
155,576,2,12,cutting,1995-12-12,133111467,689779095,175
156,566,5,315,really,2020-6-25,5608584,546476150,360
157,159,1,723,van,2019-4-14,15077089,455827822,167
158,816,7,984,entitled,1992-9-26,40058941,794292160,228
159,507,5,314,pee,2019-1-6,130773671,624108807,376
160,482,9,545,las,1991-3-10,134045414,963906786,404
161,420,1,358,cabinet,2015-6-3,45276521,745133567,498
162,527,5,50,wed,1993-1-25,153582428,212503715,441
163,608,3,692,cycling,1994-2-10,97300980,861273871,317
164,216,7,557,charts,2015-12-9,59615034,628843740,253
165,197,8,555,stand,2015-8-21,221123385,570712162,261
166,451,9,460,corrections,1990-1-10,198124570,186637682,228
167,353,4,200,felt,2002-3-22,50901938,216104982,219
168,899,1,604,nov,2016-1-24,242881352,841401078,193
169,860,7,800,bill,2011-2-17,157209009,311344413,407
170,56,4,526,quiet,2014-6-24,106751210,233024751,289
171,203,8,561,latter,2000-10-21,204006993,34843391,328
172,460,9,814,award,2010-10-20,11725925,767360493,376
173,37,4,612,circle,1998-10-2,70300438,339087602,287
174,863,3,963,if,2002-8-1,99952753,865090388,323
175,929,3,41,remote,2000-7-24,189838602,879368551,258
176,998,4,200,impact,2017-5-16,21550950,565411846,173
177,912,6,857,me,2010-8-10,186984848,356063390,244
178,520,1,764,magnetic,1995-8-2,6313571,475341633,374
179,784,8,857,compatible,2016-4-4,76024870,358836929,237
180,669,7,239,output,2020-9-20,32969804,563586259,342
181,614,7,534,cyprus,2001-4-23,41772949,422467492,173
182,506,4,5,basics,2002-1-22,143905659,143220466,326
183,375,8,119,sounds,2004-6-10,116785503,455783673,469
184,964,7,279,latest,1990-6-13,31907283,255763633,268
185,377,6,913,adopted,2007-7-1,198036147,190996941,263
186,657,8,821,arena,2010-12-5,118574011,983157163,496
187,661,3,111,silk,2000-7-25,198687595,840713772,304
188,667,4,42,bodies,2019-2-15,98693127,508087563,412
189,952,6,598,immediate,2019-5-20,65069048,654045985,489
190,371,9,961,browse,1993-8-26,64755474,745697633,294
191,296,5,350,guys,1991-3-2,240988805,107975346,336
192,767,2,813,vice,2001-7-28,142179842,820203759,305
193,205,1,868,male,2017-7-11,187117258,561360506,211
194,165,1,227,km,2000-7-28,106346644,382291466,484
195,716,7,993,farm,2000-1-17,113236740,938903664,152
196,103,8,534,chance,2011-5-5,151713701,883674132,186
197,18,8,955,separate,2020-6-11,28452980,754775018,343
198,385,1,330,developers,1998-7-22,91471382,656772026,444
199,161,5,124,hat,2016-5-26,235040026,906741398,408
200,233,3,931,picks,1996-9-20,77448395,79541961,394
201,577,8,109,aka,1999-2-11,21172839,21557162,370
202,471,3,464,investors,2008-4-8,169244791,965267975,170
203,313,5,943,seems,2000-9-4,136383321,70352746,247
204,84,7,444,serve,2000-10-2,29084356,275982057,341
205,581,6,60,closely,2003-5-18,160500609,567431215,464
206,185,7,555,allow,1994-12-10,6791764,141303501,195
207,326,6,155,field,2020-5-6,23892861,487598583,178
208,179,1,997,high,2016-4-16,50593244,797257439,182
209,563,4,227,arab,2002-12-1,176093085,839405906,251
210,124,4,768,boots,2005-3-8,157351401,791974863,217
211,872,4,852,default,1990-9-3,75354586,462199438,370
212,641,5,723,deal,1999-11-18,189566570,878787654,438
213,855,9,334,normal,1994-2-14,32653190,761867101,320
214,256,2,349,nancy,2003-4-17,121833175,887760751,256
215,217,7,797,boots,2018-10-21,112725538,758101177,351
216,672,5,600,iraq,1990-1-18,10428287,85971069,386
217,928,2,469,neither,2002-4-1,25709666,220505769,254
218,78,3,923,processed,2013-3-19,137344985,723972790,449
219,582,9,237,decade,2008-5-24,159702486,104856837,156
220,942,7,266,thousand,2000-3-13,116518411,723952426,326
221,680,7,828,february,1998-9-23,32192868,878808632,185
222,815,4,553,ultra,2006-5-18,155983150,901662044,402
223,68,1,714,order,1996-11-8,233651688,253711794,418
224,71,2,273,requiring,1993-5-17,138398970,701160568,265
225,432,5,879,qty,2006-7-5,49952265,976080913,246
226,762,8,418,combination,2005-8-10,141628684,785987385,350
227,491,7,62,www,1995-7-7,171152169,661798398,361
228,861,8,80,literature,2015-1-20,144404211,738563211,465
229,621,6,630,super,1995-12-20,14894797,954184207,345
230,248,5,374,electronics,2011-10-21,172436002,999837241,220
231,364,5,800,awareness,2018-12-17,105839374,742215467,196
232,993,1,279,lite,1993-1-6,6155277,61166011,313
233,941,5,722,small,2006-1-5,43193494,818121981,370
234,664,9,953,org,1995-10-2,128373652,114831710,474
235,691,4,249,click,2001-1-7,83678086,778698444,215
236,282,2,707,forum,1999-6-26,249323409,242851697,340
237,355,7,110,husband,2009-8-25,92513664,988661592,213
238,302,3,717,steps,2014-9-27,115704029,709586318,492
239,902,4,63,bass,2007-10-24,47387199,850800775,270
240,653,2,81,enforcement,2005-9-23,91091291,815540567,403
241,304,7,251,eye,2019-10-23,91269908,581291443,412
242,686,9,270,giant,1994-1-5,242996039,497544851,284
243,41,4,405,pioneer,2001-6-26,84809228,72012801,336
244,754,6,252,enemy,2002-10-5,164223478,909920653,483
245,40,3,866,convenience,2000-6-5,186263731,242094113,160
246,328,7,583,terry,2011-7-26,2286105,335100469,197
247,307,8,343,imaging,2018-6-15,145876526,998536335,484
248,393,7,378,services,1999-1-5,90959654,907602674,410
249,46,3,741,horses,2001-1-12,211618310,675066116,157
250,809,6,83,speaker,2008-11-15,86126749,444811192,231
251,887,4,516,intended,2012-11-18,185455692,309923461,206
252,701,2,7,photoshop,2014-10-17,201778012,127251597,221
253,465,1,184,clearly,2009-12-19,12540020,785883385,232
254,502,7,249,shadow,2009-9-15,62022304,694953970,386
255,532,7,539,filled,1993-11-4,209834873,787807930,413
256,625,7,888,issues,1999-11-11,143004057,935313008,292
257,939,6,12,plastic,1993-9-26,151991288,561925435,226
258,112,8,329,school,2018-7-20,109282551,415301647,251
259,559,3,32,function,2017-10-24,44195988,543243680,418
260,473,3,254,bands,2007-6-9,158264075,780959284,385
261,422,7,823,jennifer,2005-1-13,212884631,261725496,414
262,419,9,39,mechanisms,1999-9-5,184104112,722886136,361
263,488,4,125,grass,2010-5-1,94712746,196870576,160
264,611,6,195,religious,2020-7-4,147589879,328284635,244
265,346,1,747,side,2019-7-10,208548951,933088728,323
266,246,9,189,pay,2001-6-21,131440434,407704882,377
267,787,2,264,poetry,2007-11-13,183590427,545457150,318
268,533,1,869,despite,2008-11-28,240657908,419979209,427
269,158,3,75,guess,2007-11-26,32977192,570002360,266
270,389,7,856,disability,1995-5-12,71881379,181812759,309
271,937,6,864,ralph,1991-3-25,223737610,154005228,189
272,793,3,662,appear,2020-8-23,240494534,943966815,283
273,708,9,881,pdt,2018-5-27,230484901,965272074,223
274,821,1,298,thermal,2017-5-23,124048164,127670818,281
275,633,7,535,track,1997-11-19,108436784,492298519,282
276,747,8,492,airport,1999-12-2,173379146,900454661,346
277,777,3,298,matrix,2007-5-10,150459985,550991004,452
278,539,6,575,dining,2007-10-28,32622016,760499005,439
279,846,2,209,pipeline,2001-3-13,32962840,92207034,247
280,675,1,837,songs,2004-10-21,154233054,898308604,258
281,927,2,898,cross,1997-10-28,40514320,595477992,386
282,645,8,195,orchestra,1999-4-12,8319701,702416273,415
283,132,3,983,channels,2000-1-19,105090221,31515071,299
284,85,6,630,bread,2016-4-23,248168568,381836692,179
285,547,1,733,final,1998-2-8,172062944,984419213,211
286,521,9,635,vast,2014-6-13,28906612,787897353,355
287,619,7,290,ones,2017-9-28,123354536,495346192,359
288,344,1,659,center,1996-6-8,79074290,20234501,359
289,108,5,376,brad,2018-12-15,160830820,648461648,247
290,35,2,114,photos,2010-3-18,221886717,582958644,306
291,931,9,565,trim,1995-8-7,185599296,635448669,433
292,486,8,181,jimmy,2017-12-24,25083924,952834224,279
293,585,5,94,march,2016-9-1,71829311,927300957,247
294,494,1,253,fl,1998-3-25,13970365,919672395,275
295,409,1,399,webmaster,2019-4-11,113505580,196645375,417
296,80,9,830,instructor,1993-5-27,171822311,926612241,473
297,740,7,868,rose,2004-1-16,165097098,614073710,167
298,445,6,478,comply,2019-12-27,71168700,263454798,420
299,268,1,169,restaurant,2008-11-15,75669111,503374016,325
300,780,2,450,steering,1999-11-9,103497654,726370881,468
301,97,6,195,fat,1990-1-25,83569098,685725947,199
302,49,4,515,forgot,1995-5-11,111402001,155911874,354
303,882,6,90,pdf,1994-1-25,133315642,563007806,191
304,47,7,271,bright,2008-8-12,181927137,218254538,198
305,791,4,721,stainless,1994-9-2,123272300,837476947,424
306,257,6,812,estimates,2016-9-16,176304576,181133472,463
307,688,6,93,egypt,1999-6-4,55433923,701568040,438
308,736,8,646,changing,1995-9-14,218413208,446360527,419
309,884,8,624,thing,2017-3-24,193228523,479358793,152
310,126,7,790,creating,2003-1-23,14633909,510358220,433
311,287,4,368,god,2014-11-28,125830450,294309140,406
312,528,7,758,insert,2006-7-18,42413810,708707140,186
313,306,6,890,aims,2011-6-27,139516046,84259899,308
314,957,7,584,vendor,1996-1-23,69125636,284113655,161
315,967,9,169,machine,2016-11-26,69393784,352413389,357
316,154,4,412,greek,2007-7-15,109187580,548589624,243
317,289,5,987,showed,2004-8-3,128742005,990083925,349
318,596,1,518,roles,2007-12-14,174013673,523301302,354
319,705,4,415,industries,2018-8-27,196879382,281047980,314
320,503,9,374,exchange,2010-9-1,80492848,858300233,370
321,996,6,857,sense,2000-11-8,194651576,563993518,445
322,947,5,717,attention,1996-5-26,144606672,222546945,274
323,944,6,960,western,1994-7-8,111768706,609495924,354
324,673,5,597,grand,2019-7-27,10127827,190007737,434
325,848,5,176,bob,2014-10-11,221509869,295863812,460
326,26,8,42,principle,2002-1-11,247904376,568796714,355
327,114,6,379,solve,2018-3-17,155664408,610011205,190
328,485,7,876,jamaica,2004-8-15,4824418,931043724,207
329,258,9,504,rico,1993-7-3,154107635,669852867,364
330,395,6,244,logo,1995-8-25,180505977,105364845,155
331,316,8,946,everyone,2005-2-24,67869032,351869950,402
332,45,7,864,marie,1998-7-1,64682746,773784072,226
333,39,9,586,reproduction,1991-7-23,222231970,779840308,376
334,743,1,5,upload,2017-12-11,233893114,965344764,394
335,230,9,704,arts,1997-7-26,185859850,44052006,165
336,396,5,92,toy,2003-11-28,46073549,965959893,283
